status,file,source_or_variants
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/README.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/README.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/build_all.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/build_all.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/03_VanePacks/build_vanepacks.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/03_VanePacks/build_vanepacks.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/04_Retainer/build_retainer.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/04_Retainer/build_retainer.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/scripts/export_batch.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/scripts/export_batch.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/02_Nozzle/build_nozzle.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/02_Nozzle/build_nozzle.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/01_Diffuser/build_diffuser.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/01_Diffuser/build_diffuser.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/Assembly/build_assembly.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD_FIXED/Assembly/build_assembly.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_Full_Package/T003_ELCStability_Run1.csv,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_Full_Package/T003_ELCStability_Run1.csv
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_Full_Package/T004_Power_Run1.csv,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_Full_Package/T004_Power_Run1.csv
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_Full_Package/StageB_DataLog_Synthetic.csv,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_/03_Data/intake_raw/StageB_DataLog_Synthetic.csv
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_Full_Package/T002_TankRipple_Run1.csv,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_Full_Package/T002_TankRipple_Run1.csv
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_Full_Package/STW_vNext_Matrix.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/MicroHydroV1_/07_Docs/Documentation/STW_vNext_Matrix.docx
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_Full_Package/GoNoGo_Packet.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/MicroHydroV1_/07_Docs/Documentation/GoNoGo_Packet.docx
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_Full_Package/Stakeholder_vNext.pptx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/MicroHydroV1_/07_Docs/Documentation/Stakeholder_vNext.pptx
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_Full_Package/T001_JetCoherence_Run1.csv,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_Full_Package/T001_JetCoherence_Run1.csv
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_FullUpgrade_All/Governance/README.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_FullUpgrade_All/Governance/README.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_FullUpgrade_All/RnD/README.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_FullUpgrade_All/RnD/README.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_FullUpgrade_All/StageB/README.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_FullUpgrade_All/StageB/README.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_FullUpgrade_All/TankTests/T002/README.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_FullUpgrade_All/TankTests/T002/README.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_FullUpgrade_All/TankTests/T001/README.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_FullUpgrade_All/TankTests/T001/README.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_ReorgToolkit/reorg_from_zip.py,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_ReorgToolkit/reorg_from_zip.py
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_ReorgToolkit/README_REORG.md,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_ReorgToolkit/README_REORG.md
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/params.json,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/params.json
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/patched_macros_with_params.zip,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_/09_Packages/original/patched_macros_with_params.zip
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1_Addon_macOS.zip,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_/09_Packages/original/MicroHydroV1_Addon_macOS.zip
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/README.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/README.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1_Complete_Engineering_Package.zip,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_/09_Packages/original/MicroHydroV1_Complete_Engineering_Package.zip
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1_InModule_Installer.zip,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_/08_Installers/MicroHydroV1_InModule_Installer.zip
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/build_all.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/build_all.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1_RnD_FullUpgrade.xlsx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_/03_Data/RnD_Workbook/MicroHydroV1_RnD_FullUpgrade.xlsx
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/03_VanePacks/03_VanePacks_build_vanepacks.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/03_VanePacks/03_VanePacks_build_vanepacks.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/03_VanePacks/build_vanepacks.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/03_VanePacks/build_vanepacks.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1/init.py,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1/init.py
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1/InitGui.py,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1/InitGui.py
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1/CAD/params.json,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1/CAD/params.json
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/04_Retainer/build_retainer.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/04_Retainer/build_retainer.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/04_Retainer/04_Retainer_build_retainer.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/04_Retainer/04_Retainer_build_retainer.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/scripts/export_batch.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/scripts/export_batch.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1_InModule_Installer/Install_MicroHydroV1_InModule.command,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/MicroHydroV1_/08_Installers/Install_MicroHydroV1_InModule.command
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1_InModule_Installer/README.md,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1_InModule_Installer/README.md
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1_InModule_Installer/InitGui.py,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/MicroHydroV1_InModule_Installer/InitGui.py
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/02_Nozzle/02_Nozzle_build_nozzle.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/02_Nozzle/02_Nozzle_build_nozzle.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/02_Nozzle/build_nozzle.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/02_Nozzle/build_nozzle.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/01_Diffuser/01_Diffuser_build_diffuser.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/01_Diffuser/01_Diffuser_build_diffuser.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/01_Diffuser/build_diffuser.FCMacro old.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/01_Diffuser/build_diffuser.FCMacro old.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/01_Diffuser/build_diffuser.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/01_Diffuser/build_diffuser.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/Assembly/build_assembly.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD/Assembly/build_assembly.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_SyntheticPackage/STW_Matrix.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_SyntheticPackage/STW_Matrix.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_SyntheticPackage/StageC_Readout.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_SyntheticPackage/StageC_Readout.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_SyntheticPackage/README.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_SyntheticPackage/README.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_SyntheticPackage/Stakeholder_Deck.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_SyntheticPackage/Stakeholder_Deck.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_SyntheticPackage/RnD_Synthetic.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_SyntheticPackage/RnD_Synthetic.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_SyntheticPackage/GoNoGo.txt,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_SyntheticPackage/GoNoGo.txt
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_FULL_Workspace/Master_Package/Go_NoGo_Packet.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/MicroHydroV1_/07_Docs/Documentation/Go_NoGo_Packet.docx
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_FULL_Workspace/Master_Package/STW_Matrix.xlsx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_FULL_Workspace/Master_Package/STW_Matrix.xlsx
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_FULL_Workspace/Master_Package/MicroHydroV1_Master.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE 2/MicroHydroV1_/07_Docs/Documentation/MicroHydroV1_Master.docx
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_FULL_Workspace/Automation/import_measurements.py,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_FULL_Workspace/Automation/import_measurements.py
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_FULL_Workspace/Automation/MicroHydroV1_RnD_Export.xlsx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_/03_Data/RnD_Workbook/MicroHydroV1_RnD_Export.xlsx
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_FULL_Workspace/Automation/Import_Config.json,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_FULL_Workspace/Automation/Import_Config.json
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_FULL_Workspace/CAD/Params/params.json,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_FULL_Workspace/CAD/Params/params.json
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/params.json,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/params.json
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/README_MicroHydroV1_CAD.md,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/README_MicroHydroV1_CAD.md
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/build_all.FCMacro.html,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/build_all.FCMacro.html
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MicroHydroV1_params.xlsx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MicroHydroV1_params.xlsx
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull.zip,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_/09_Packages/original/MacroSuiteFull.zip
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuite.zip,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_/09_Packages/original/MacroSuite.zip
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/micro-hydro-power-plant-2-6838e6ab48ac8c825e45ce5a.html,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/micro-hydro-power-plant-2-6838e6ab48ac8c825e45ce5a.html
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/en.html,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/en.html
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/build_all.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/build_all.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/build_all.FCMacro.docx,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/build_all.FCMacro.docx
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/params.json,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/params.json
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/build_all.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/build_all.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/03_VanePacks/build_vanepacks.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/03_VanePacks/build_vanepacks.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/04_Retainer/build_retainer.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/04_Retainer/build_retainer.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/scripts/export_batch.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/scripts/export_batch.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/02_Nozzle/build_nozzle.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/02_Nozzle/build_nozzle.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/01_Diffuser/build_diffuser.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/01_Diffuser/build_diffuser.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/Assembly/build_assembly.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/MacroSuiteFull/Assembly/build_assembly.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/03_VanePacks/build_vanepacks.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/03_VanePacks/build_vanepacks.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/04_Retainer/build_retainer.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/04_Retainer/build_retainer.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/02_Nozzle/build_nozzle.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/02_Nozzle/build_nozzle.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/01_Diffuser/build_diffuser.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/01_Diffuser/build_diffuser.FCMacro
filled,Engineering/CAD/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/Assembly/build_assembly.FCMacro,Archive/Legacy/MASTER_PRODUCTION_PACKAGE/MicroHydroV1_CAD Archive/MicroHydroV1_CAD (1)old/Assembly/build_assembly.FCMacro
filled,Engineering/CAD/MicroHydroV1_Shapr3D_ReferenceModel/Docs/Parametric_Values.md,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/Docs/Parametric_Values.md
filled,Engineering/CAD/MicroHydroV1_Shapr3D_ReferenceModel/Docs/Shapr3D_Build_Guide.md,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/Docs/Shapr3D_Build_Guide.md
filled,Engineering/CAD/MicroHydroV1_Shapr3D_ReferenceModel/DXF/VanePack_Sketch_30deg.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/VanePack_Sketch_30deg.dxf
filled,Engineering/CAD/MicroHydroV1_Shapr3D_ReferenceModel/DXF/Nozzle_Profile_Revolve.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/Nozzle_Profile_Revolve.dxf
filled,Engineering/CAD/MicroHydroV1_Shapr3D_ReferenceModel/DXF/VanePack_Sketch_20deg.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/VanePack_Sketch_20deg.dxf
filled,Engineering/CAD/MicroHydroV1_Shapr3D_ReferenceModel/DXF/Diffuser_Profile_Revolve.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/Diffuser_Profile_Revolve.dxf
filled,Engineering/CAD/MicroHydroV1_Shapr3D_ReferenceModel/DXF/RetainerCap_Sketch.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/RetainerCap_Sketch.dxf
filled,Engineering/CAD/MicroHydroV1_Shapr3D_ReferenceModel/DXF/VanePack_Sketch_10deg.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/VanePack_Sketch_10deg.dxf
filled,Engineering/CAD/Reference_Models/Diffuser_Profile_Revolve.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/Diffuser_Profile_Revolve.dxf
filled,Engineering/CAD/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/params.json,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/params.json
filled,Engineering/CAD/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/Docs/Parametric_Values.md,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/Docs/Parametric_Values.md
filled,Engineering/CAD/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/Docs/Shapr3D_Build_Guide.md,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/Docs/Shapr3D_Build_Guide.md
filled,Engineering/CAD/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/VanePack_Sketch_30deg.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/VanePack_Sketch_30deg.dxf
filled,Engineering/CAD/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/Nozzle_Profile_Revolve.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/Nozzle_Profile_Revolve.dxf
filled,Engineering/CAD/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/VanePack_Sketch_20deg.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/VanePack_Sketch_20deg.dxf
filled,Engineering/CAD/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/Diffuser_Profile_Revolve.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/Diffuser_Profile_Revolve.dxf
filled,Engineering/CAD/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/RetainerCap_Sketch.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/RetainerCap_Sketch.dxf
filled,Engineering/CAD/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/VanePack_Sketch_10deg.dxf,Product/Reference_Models/MicroHydroV1_Shapr3D_ReferenceModel/DXF/VanePack_Sketch_10deg.dxf
filled,99_Operations 2/Visionary_Intelligence/CHANGELOG.md,Product/Change_Logs/CHANGELOG.md
filled,_BACKUPS/MicroHydroV1_Phase3_Automation_Pack_macOS_OpenReleases.zip,IT/System_of_Truth/MicroHydroV1 — SoT_ARCHIVED_20260124/MicroHydroV1_Phase3_Automation_Pack_macOS_OpenReleases.zip
